ID,Nombre,Goles,Foto,DefaultFoto
562,Leandro Gelpi,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\562.jpg,False
563,Juan Daniel Álvez Ortíz,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\563.jpg,False
564,Alejandro Damián González,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\564.jpg,False
565,Jonathan Alejandro Siles,5,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\565.jpg,False
566,Octavio Darío Rodríguez,42,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\566.jpg,False
567,Sebastián Cristóforo,4,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\567.jpg,False
568,Aureliano Torres,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\568.jpg,False
569,Rodrigo Sebastián Vázquez,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\569.jpg,False
570,Jorge Zambrana,7,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\570.jpg,False
571,Carlos Javier Grossmüller,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\571.jpg,False
572,Jorge Nicolás Raguso,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\572.jpg,False
573,Jim Morrison Varela,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\573.jpg,False
574,Sebastián Agustín Gallegos,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\574.jpg,False
575,Horacio Joaquín Aguirre Santellán,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\575.jpg,False
576,Rodrigo Pastorini,6,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\576.jpg,False
577,Nicolás Ramírez,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\577.jpg,False
578,Danilo Emanuel Lerda,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\578.jpg,False
579,Ignacio Nicolini,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\579.jpg,False
580,Carlos Rodrigo Núñez,14,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\580.jpg,False
581,Miguel Ángel Amado Alaníz,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\581.jpg,False
582,Héctor Baltasar Silva,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\582.jpg,False
583,Walter Alberto López,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\583.jpg,False
584,Mauro Raúl Fernández,3,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\584.jpg,False
585,Agustín Camilo Barán Flangini,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\585.jpg,False
586,Nilo Humberto Acuña Bordaborria,64,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\586.jpg,False
587,Francisco Eugenio Bertocchi Fernández,29,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\587.jpg,False
588,Antonio De Lucca,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\588.jpg,False
589,Nelson Hernández,19,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\589.jpg,False
590,Mario Omar Méndez,9,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\590.jpg,False
591,Nelson Presente,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\591.jpg,False
592,Carlos Santiago Rodríguez Alves,8,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\592.jpg,False
593,Rafael Sánchez,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\593.jpg,False
594,Walter Taibo,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\594.jpg,False
595,Carlos Sebastián Sosa,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\595.jpg,False
596,Gastón Ramírez,10,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\596.jpg,False
597,Rúben Ariel Olivera,8,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\597.jpg,False
598,Sergio Daniel Órteman,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\598.jpg,False
599,Edigio Raúl Arévalo Ríos González,7,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\599.jpg,False
600,Marcel Román,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\600.jpg,False
601,Alejandro Hernán Martinuccio,18,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\601.jpg,False
602,Jonathan Rafael Ramis,11,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\602.jpg,False
603,Diego Martín Alonso López,21,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\603.jpg,False
604,Marcelo Sosa,3,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\604.jpg,False
605,Silvio Bosco Frontán,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\605.jpg,False
606,Wilinton Techera,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\606.jpg,False
607,Hamilton Pereira,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\607.jpg,False
608,Gonzalo Noguera,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\608.jpg,False
609,Julio Fabián Mozzo,7,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\609.jpg,False
610,Gonzalo de los Santos,9,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\610.jpg,False
611,Maximiliano Bajter Ugollini,4,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\611.jpg,False
612,Róbson Xavier Valim Schuelter,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\612.jpg,False
613,Braian Rodríguez,6,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\613.jpg,False
615,Ignacio Ithurralde,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\615.jpg,False
616,Yefferson Moreira,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\616.jpg,False
617,Rodrigo Alberto Álvez Fonseca,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\617.jpg,False
618,Esteban Beracochea,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\618.jpg,False
619,Luis Duarte,7,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\619.jpg,True
620,Elías Ricardo Figueroa,7,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\620.jpg,False
621,José Garrido,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\621.jpg,True
622,Julio Daniel Losada,30,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\622.jpg,False
623,Alfredo Lozano,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\623.jpg,False
624,Julio José Rodríguez,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\624.jpg,True
625,Héctor Ignacio Santos,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\625.jpg,False
626,Néstor Orlando Soria,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\626.jpg,True
627,Juan José Vasconcellos,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\627.jpg,True
628,Néstor Martín Errea,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\628.jpg,False
629,Jorge Antonio Acuña Antúnez,4,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\629.jpg,False
630,Roberto Julio Gil,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\630.jpg,False
631,José Ricardo Moss,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\631.jpg,False
632,Carlos Alfredo Ríos,4,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\632.jpg,False
633,Yamandú Solimando,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\633.jpg,False
634,Nicolás Fernando Biglianti Ruiz,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\634.jpg,False
635,Gerardo Alcoba Rebollo,11,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\635.jpg,False
636,Matías Eduardo Manrique,3,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\636.jpg,False
637,Alvaro Maximiliano Arias Invernizzi,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\637.jpg,False
638,Federico Pérez,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\638.jpg,False
639,Mario Andrés Álvarez García,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\639.jpg,False
640,Fernando Edgardo Correa Ayala,9,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\640.jpg,False
641,José María Franco,102,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\641.jpg,False
642,Carlos Heber Bueno Suárez,165,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\642.jpg,False
643,Diego Manuel Rodríguez,3,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\643.jpg,False
644,Marco Antonio Garcia Nascimento,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\644.jpg,False
645,Carlos Richard Díaz,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\645.jpg,False
646,Omar Mario Pérez,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\646.jpg,False
647,Sergio Maximiliano Pérez,5,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\647.jpg,False
648,Gonzalo Salgueiro,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\648.jpg,False
649,Paul Fernando Carrera Velastegui,5,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\649.jpg,False
650,Carlos Castro,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\650.jpg,True
651,Manuel Carlos Fonseca,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\651.jpg,False
652,Ernesto Guerrini,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\652.jpg,False
653,Ermindo Ángel Onega,53,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\653.jpg,False
654,Alfredo Hugo Rojas,6,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\654.jpg,False
655,José Luis Lamberck,17,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\655.jpg,False
656,Milton Viera Rivero,19,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\656.jpg,False
657,Nelson Bonifacio Acosta López,5,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\657.jpg,False
658,Rúben Romeo Corbo Burmia,38,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\658.jpg,False
659,Walter Luis Corbo Burmia,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\659.jpg,False
660,Hugo Daniel Fernández,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\660.jpg,False
661,Mario Walter González,12,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\661.jpg,False
662,Julio César Jiménez,39,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\662.jpg,False
663,Alfredo Luis Lamas,10,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\663.jpg,False
664,Mario Eduardo Liuzzi,7,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\664.jpg,False
665,Carlos Luthar,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\665.jpg,False
666,Fernando Morena,452,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\666.jpg,False
667,William Noble,10,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\667.jpg,False
668,Walter Daniel Olivera,23,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\668.jpg,False
669,Daniel Oscar Quevedo,77,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\669.jpg,False
670,Eduardo Rivera,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\670.jpg,False
671,Miguel Ángel Russo,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\671.jpg,False
672,Rodolfo Ariel Sandoval,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\672.jpg,False
673,Juan Ramón Silva,27,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\673.jpg,False
674,Lorenzo Unánue,61,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\674.jpg,False
675,Orlando Virgili,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\675.jpg,False
676,Agustín Dávila,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\676.jpg,False
677,Juan Manuel Acosta Díaz,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\677.jpg,False
678,Robert Arzola,10,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\678.jpg,False
679,Jorge Barboza,8,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\679.jpg,False
680,José Pedro Custodio,9,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\680.jpg,False
681,Jorge Daniel Fossati,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\681.jpg,False
682,Norberto José Galilea,20,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\682.jpg,False
683,Voltaire García,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\683.jpg,False
684,Luis Garisto,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\684.jpg,False
685,Carlos Eduardo Peruena,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\685.jpg,False
686,Alberto Raúl Santelli,26,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\686.jpg,False
687,Mario Sergio Zoryez,4,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\687.jpg,False
688,José Eduardo Cruz,13,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\688.jpg,False
689,Laddy Nitder Pizzani,46,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\689.jpg,False
690,Agapito Rivero,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\690.jpg,False
691,Carlos Yaguno,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\691.jpg,False
692,Gustavo Faral,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\692.jpg,False
693,Uruguay Píriz,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\693.jpg,False
694,Rúben Umpiérrez,5,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\694.jpg,False
695,Eduardo Del Capellán,3,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\695.jpg,False
696,Víctor Hugo Diogo,16,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\696.jpg,False
697,Juan José Duarte,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\697.jpg,False
698,Ildo Enrique Maneiro,35,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\698.jpg,False
699,Juan Vicente Morales,8,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\699.jpg,False
700,Rúben Walter Paz,76,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\700.jpg,False
701,Venancio Ariel Ramos,95,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\701.jpg,False
702,Fernando Harry Álvez Mosqueras,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\702.jpg,False
703,Alberto Daniel Brailowsky Poliak,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\703.jpg,False
704,Juan Ignacio De Jesús,8,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\704.jpg,False
705,Gustavo Dittman,4,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\705.jpg,False
706,Wilson Kénez,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\706.jpg,False
707,Miguel Leone,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\707.jpg,True
708,Manuel Enrique Anzorena Ribeiro,4,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\708.jpg,False
709,Julio Franco,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\709.jpg,False
710,Nelson Luis Marcenaro,4,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\710.jpg,False
711,Ricardo Pagola,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\711.jpg,True
712,Mario Daniel Saralegui,23,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\712.jpg,False
713,Rodolfo Olegario Abalde Eychenique,24,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\713.jpg,False
714,Luis Enrique Alliette,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\714.jpg,False
715,Walter Álvarez,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\715.jpg,True
716,Miguel Ángel Bossio Bastianini,7,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\716.jpg,False
717,Domingo Rufino Cáceres Olivera,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\717.jpg,False
718,Heber Omar González,3,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\718.jpg,True
719,Hugo Miñan,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\719.jpg,False
720,José Alberto Moreno,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\720.jpg,False
721,Enrique Washington Olivera Castro,10,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\721.jpg,False
722,Eduardo Pérez,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\722.jpg,True
723,Oscar Quinteros,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\723.jpg,False
724,Ernesto Vargas,50,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\724.jpg,False
725,Alfredo Carlos Arias Sánchez,22,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\725.jpg,False
726,Jacinto Fernando Baptista,3,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\726.jpg,False
727,Edison González,5,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\727.jpg,False
728,Jorge Lasalvia,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\728.jpg,False
729,Juan Francisco Muhlethaler,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\729.jpg,False
730,Eduardo Pierri,3,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\730.jpg,False
731,Daniel Cáceres,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\731.jpg,True
732,Dámaso Antonio Clavijo,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\732.jpg,False
733,Goodenough Wallace Nkomo,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\733.jpg,True
734,Roland William Marcenaro,3,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\734.jpg,False
735,Mboneni Abednigo Ngcobo,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\735.jpg,False
736,Saúl Lorenzo Rivero,3,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\736.jpg,False
737,John Nketia Yawson,9,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\737.jpg,False
738,Miguel Falero,4,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\738.jpg,False
1618,Enrique Raúl Carrera,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1618.jpg,False
1619,Jorge López,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1619.jpg,False
1620,Alexis Wilman Noble,5,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1620.jpg,False
1621,Ricardo Alberto Ortíz,3,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1621.jpg,False
1622,Miguel Ángel Peirano,24,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1622.jpg,False
1623,Miguel Ángel Piazza,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1623.jpg,False
1624,Daniel Gregorio Rodríguez,67,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1624.jpg,False
1625,Carlos Alfredo Yaluk,12,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1625.jpg,False
1626,José Luis Zalazar,42,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1626.jpg,False
1627,Carlos Alberto Arias,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1627.jpg,False
1628,Jair Gonçálves Prates,11,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1628.jpg,False
1629,Nelson Daniel Gutiérrez,11,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1629.jpg,False
1630,Néstor Mario Montelongo,3,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1630.jpg,False
1631,Carlos Reyes,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1631.jpg,False
1632,Miguel Rivero,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1632.jpg,False
1633,Gustavo Daniel Fernández,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1633.jpg,False
1634,Walkir Silva,28,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1634.jpg,False
1635,Miguel Eduardo Abib,4,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1635.jpg,False
1637,Doroteo Luis Silva,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1637.jpg,False
1638,Damián Frascarelli,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1638.jpg,False
1639,Sergio Javier Clavero Medina,5,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1639.jpg,True
1640,Ricardo Cuayatto,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1640.jpg,True
1641,Néstor Gonçálves,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1641.jpg,False
1642,José Batlle Perdomo,19,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1642.jpg,False
1643,Julio César Pereira,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1643.jpg,True
1644,Jorge Pérez,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1644.jpg,True
1645,Oscar Rodríguez,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1645.jpg,True
1646,Próspero Silva,3,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1646.jpg,False
1647,Robert Walter Sosa,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1647.jpg,False
1648,José Ignacio Villarreal,8,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1648.jpg,False
1649,José Alberto Batista González,6,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1649.jpg,False
1650,Jorge Caraballo,7,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1650.jpg,False
1651,Gary Castillo,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1651.jpg,False
1652,José Oscar Herrera,41,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1652.jpg,False
1653,Rubens Jacob,14,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1653.jpg,False
1654,Gerardo Daniel Pilas,8,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1654.jpg,False
1655,Hebert Carlos Revetria,20,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1655.jpg,False
1656,Gerardo Washington Rodríguez,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1656.jpg,False
1657,Marcelo Gustavo Rotti,5,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1657.jpg,False
1658,Antonio Valentin Alzmendi Casas,15,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1658.jpg,False
1659,Julio César Canessa Zucco,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1659.jpg,False
1660,Héctor Correa,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1660.jpg,False
1661,Eduardo Da Silva,34,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1661.jpg,False
1662,Alfonso Enrique Domínguez,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1662.jpg,False
1663,Luis Enrique Guelmo,6,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1663.jpg,False
1664,Víctor Hurtado,4,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1664.jpg,False
1665,Sergio Daniel Oddine,9,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1665.jpg,False
1666,Eduardo Pereira,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1666.jpg,False
1667,Eliseo Rivero,4,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1667.jpg,False
1668,Gustavo Daniel Salgado,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1668.jpg,False
1670,Obdulio Eduardo Trasante,6,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1670.jpg,False
1671,Daniel Alejandro Vidal,34,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1671.jpg,False
1672,Ricardo Lindolfo Viera,46,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1672.jpg,False
1673,Juan Alberto Acosta Silva,5,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1673.jpg,False
1674,Luis Alberto Acosta Rodríguez,3,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1674.jpg,False
1675,Diego Vicente Aguirre Camblor,71,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1675.jpg,False
1676,Juan Pedro Rabino,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1676.jpg,False
1677,José Luis Russo,6,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1677.jpg,False
1678,José María Freire,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1678.jpg,False
1679,Jorge Miguel Gonçálves,11,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1679.jpg,False
1680,Juan José González,10,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1680.jpg,False
1681,Walter Hernández,5,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1681.jpg,False
1682,Álvaro Roberto Izquierdo,10,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1682.jpg,False
1683,Daniel Libonatti,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1683.jpg,False
1684,Gustavo Christian Matosas,8,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1684.jpg,False
1685,Sergio Daniel Pírez,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1685.jpg,False
1686,Miguel Ángel Santos,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1686.jpg,False
1687,Jorge Milton Villar,14,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1687.jpg,False
1688,Jorge Daniel Cabrera Curbelo,12,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1688.jpg,False
1689,Juan Carlos Paz,5,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1689.jpg,False
1690,Carlos Alberto Aguilera Novas,87,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1690.jpg,False
1691,Adolfo Barán Flis,53,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1691.jpg,False
1692,Néstor Gabriel Cedrés Vera,121,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1692.jpg,False
