ID,Nombre,Goles,Foto
557,Antonio Pacheco,201,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\557.jpg
558,Juan Manuel Olivera,40,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\558.jpg
559,Emiliano Albín Antognazza,3,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\559.jpg
560,Damián Macaluso,5,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\560.jpg
561,Enrique Alberto Bologna Gómez,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\561.jpg
562,Leandro Gelpi,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\562.jpg
563,Juan Daniel Álvez Ortíz,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\563.jpg
564,Alejandro Damián González,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\564.jpg
565,Jonathan Alejandro Siles,5,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\565.jpg
566,Octavio Darío Rodríguez,42,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\566.jpg
567,Sebastián Cristóforo,4,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\567.jpg
568,Aureliano Torres,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\568.jpg
569,Rodrigo Sebastián Vázquez,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\569.jpg
570,Jorge Zambrana,7,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\570.jpg
571,Carlos Javier Grossmüller,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\571.jpg
572,Jorge Nicolás Raguso,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\572.jpg
573,Jim Morrison Varela,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\573.jpg
574,Sebastián Agustín Gallegos,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\574.jpg
575,Horacio Joaquín Aguirre Santellán,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\575.jpg
576,Rodrigo Pastorini,6,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\576.jpg
577,Nicolás Ramírez,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\577.jpg
578,Danilo Emanuel Lerda,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\578.jpg
579,Ignacio Nicolini,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\579.jpg
580,Carlos Rodrigo Núñez,14,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\580.jpg
581,Miguel Ángel Amado Alaníz,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\581.jpg
582,Héctor Baltasar Silva,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\582.jpg
583,Walter Alberto López,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\583.jpg
584,Mauro Raúl Fernández,3,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\584.jpg
585,Agustín Camilo Barán Flangini,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\585.jpg
586,Nilo Humberto Acuña Bordaborria,64,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\586.jpg
587,Francisco Eugenio Bertocchi Fernández,29,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\587.jpg
588,Antonio De Lucca,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\588.jpg
589,Nelson Hernández,19,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\589.jpg
590,Mario Omar Méndez,9,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\590.jpg
591,Nelson Presente,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\591.jpg
592,Carlos Santiago Rodríguez Alves,8,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\592.jpg
593,Rafael Sánchez,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\593.jpg
594,Walter Taibo,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\594.jpg
595,Carlos Sebastián Sosa,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\595.jpg
596,Gastón Ramírez,10,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\596.jpg
597,Rúben Ariel Olivera,8,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\597.jpg
598,Sergio Daniel Órteman,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\598.jpg
599,Edigio Raúl Arévalo Ríos González,7,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\599.jpg
600,Marcel Román,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\600.jpg
601,Alejandro Hernán Martinuccio,18,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\601.jpg
602,Jonathan Rafael Ramis,11,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\602.jpg
603,Diego Martín Alonso López,21,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\603.jpg
604,Marcelo Sosa,3,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\604.jpg
605,Silvio Bosco Frontán,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\605.jpg
606,Wilinton Techera,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\606.jpg
607,Hamilton Pereira,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\607.jpg
608,Gonzalo Noguera,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\608.jpg
609,Julio Fabián Mozzo,7,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\609.jpg
610,Gonzalo de los Santos,9,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\610.jpg
611,Maximiliano Bajter Ugollini,4,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\611.jpg
612,Róbson Xavier Valim Schuelter,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\612.jpg
613,Braian Rodríguez,6,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\613.jpg
615,Ignacio Ithurralde,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\615.jpg
616,Yefferson Moreira,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\616.jpg
617,Rodrigo Alberto Álvez Fonseca,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\617.jpg
618,Esteban Beracochea,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\618.jpg
619,Luis Duarte,7,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\619.jpg
620,Elías Ricardo Figueroa,7,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\620.jpg
621,José Garrido,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\621.jpg
622,Julio Daniel Losada,30,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\622.jpg
623,Alfredo Lozano,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\623.jpg
624,Julio José Rodríguez,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\624.jpg
625,Héctor Ignacio Santos,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\625.jpg
626,Néstor Orlando Soria,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\626.jpg
627,Juan José Vasconcellos,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\627.jpg
628,Néstor Martín Errea,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\628.jpg
629,Jorge Antonio Acuña Antúnez,4,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\629.jpg
630,Roberto Julio Gil,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\630.jpg
631,José Ricardo Moss,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\631.jpg
632,Carlos Alfredo Ríos,4,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\632.jpg
633,Yamandú Solimando,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\633.jpg
634,Nicolás Fernando Biglianti Ruiz,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\634.jpg
635,Gerardo Alcoba Rebollo,11,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\635.jpg
636,Matías Eduardo Manrique,3,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\636.jpg
637,Alvaro Maximiliano Arias Invernizzi,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\637.jpg
638,Federico Pérez,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\638.jpg
639,Mario Andrés Álvarez García,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\639.jpg
640,Fernando Edgardo Correa Ayala,9,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\640.jpg
641,José María Franco,102,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\641.jpg
642,Carlos Heber Bueno Suárez,165,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\642.jpg
643,Diego Manuel Rodríguez,3,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\643.jpg
644,Marco Antonio Garcia Nascimento,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\644.jpg
645,Carlos Richard Díaz,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\645.jpg
646,Omar Mario Pérez,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\646.jpg
647,Sergio Maximiliano Pérez,5,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\647.jpg
648,Gonzalo Salgueiro,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\648.jpg
649,Paul Fernando Carrera Velastegui,5,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\649.jpg
650,Carlos Castro,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\650.jpg
651,Manuel Carlos Fonseca,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\651.jpg
652,Ernesto Guerrini,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\652.jpg
653,Ermindo Ángel Onega,53,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\653.jpg
654,Alfredo Hugo Rojas,6,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\654.jpg
655,José Luis Lamberck,17,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\655.jpg
656,Milton Viera Rivero,19,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\656.jpg
657,Nelson Bonifacio Acosta López,5,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\657.jpg
658,Rúben Romeo Corbo Burmia,38,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\658.jpg
659,Walter Luis Corbo Burmia,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\659.jpg
660,Hugo Daniel Fernández,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\660.jpg
661,Mario Walter González,12,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\661.jpg
662,Julio César Jiménez,39,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\662.jpg
663,Alfredo Luis Lamas,10,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\663.jpg
664,Mario Eduardo Liuzzi,7,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\664.jpg
665,Carlos Luthar,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\665.jpg
666,Fernando Morena,452,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\666.jpg
667,William Noble,10,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\667.jpg
668,Walter Daniel Olivera,23,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\668.jpg
669,Daniel Oscar Quevedo,77,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\669.jpg
670,Eduardo Rivera,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\670.jpg
671,Miguel Ángel Russo,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\671.jpg
672,Rodolfo Ariel Sandoval,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\672.jpg
673,Juan Ramón Silva,27,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\673.jpg
674,Lorenzo Unánue,61,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\674.jpg
675,Orlando Virgili,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\675.jpg
676,Agustín Dávila,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\676.jpg
677,Juan Manuel Acosta Díaz,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\677.jpg
678,Robert Arzola,10,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\678.jpg
679,Jorge Barboza,8,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\679.jpg
680,José Pedro Custodio,9,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\680.jpg
681,Jorge Daniel Fossati,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\681.jpg
682,Norberto José Galilea,20,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\682.jpg
683,Voltaire García,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\683.jpg
684,Luis Garisto,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\684.jpg
685,Carlos Eduardo Peruena,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\685.jpg
686,Alberto Raúl Santelli,26,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\686.jpg
687,Mario Sergio Zoryez,4,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\687.jpg
688,José Eduardo Cruz,13,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\688.jpg
689,Laddy Nitder Pizzani,46,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\689.jpg
690,Agapito Rivero,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\690.jpg
691,Carlos Yaguno,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\691.jpg
692,Gustavo Faral,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\692.jpg
693,Uruguay Píriz,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\693.jpg
694,Rúben Umpiérrez,5,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\694.jpg
695,Eduardo Del Capellán,3,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\695.jpg
696,Víctor Hugo Diogo,16,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\696.jpg
697,Juan José Duarte,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\697.jpg
698,Ildo Enrique Maneiro,35,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\698.jpg
699,Juan Vicente Morales,8,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\699.jpg
700,Rúben Walter Paz,76,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\700.jpg
701,Venancio Ariel Ramos,95,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\701.jpg
702,Fernando Harry Álvez Mosqueras,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\702.jpg
703,Alberto Daniel Brailowsky Poliak,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\703.jpg
704,Juan Ignacio De Jesús,8,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\704.jpg
705,Gustavo Dittman,4,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\705.jpg
706,Wilson Kénez,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\706.jpg
707,Miguel Leone,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\707.jpg
708,Manuel Enrique Anzorena Ribeiro,4,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\708.jpg
709,Julio Franco,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\709.jpg
710,Nelson Luis Marcenaro,4,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\710.jpg
711,Ricardo Pagola,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\711.jpg
712,Mario Daniel Saralegui,23,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\712.jpg
713,Rodolfo Olegario Abalde Eychenique,24,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\713.jpg
714,Luis Enrique Alliette,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\714.jpg
715,Walter Álvarez,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\715.jpg
716,Miguel Ángel Bossio Bastianini,7,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\716.jpg
717,Domingo Rufino Cáceres Olivera,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\717.jpg
718,Heber Omar González,3,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\718.jpg
719,Hugo Miñan,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\719.jpg
720,José Alberto Moreno,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\720.jpg
721,Enrique Washington Olivera Castro,10,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\721.jpg
722,Eduardo Pérez,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\722.jpg
723,Oscar Quinteros,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\723.jpg
724,Ernesto Vargas,50,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\724.jpg
725,Alfredo Carlos Arias Sánchez,22,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\725.jpg
726,Jacinto Fernando Baptista,3,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\726.jpg
727,Edison González,5,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\727.jpg
728,Jorge Lasalvia,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\728.jpg
729,Juan Francisco Muhlethaler,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\729.jpg
730,Eduardo Pierri,3,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\730.jpg
731,Daniel Cáceres,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\731.jpg
732,Dámaso Antonio Clavijo,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\732.jpg
733,Goodenough Wallace Nkomo,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\733.jpg
734,Roland William Marcenaro,3,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\734.jpg
735,Mboneni Abednigo Ngcobo,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\735.jpg
736,Saúl Lorenzo Rivero,3,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\736.jpg
737,John Nketia Yawson,9,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\737.jpg
738,Miguel Falero,4,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\738.jpg
1618,Enrique Raúl Carrera,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1618.jpg
1619,Jorge López,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1619.jpg
1620,Alexis Wilman Noble,5,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1620.jpg
1621,Ricardo Alberto Ortíz,3,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1621.jpg
1622,Miguel Ángel Peirano,24,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1622.jpg
1623,Miguel Ángel Piazza,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1623.jpg
1624,Daniel Gregorio Rodríguez,67,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1624.jpg
1625,Carlos Alfredo Yaluk,12,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1625.jpg
1626,José Luis Zalazar,42,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1626.jpg
1627,Carlos Alberto Arias,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1627.jpg
1628,Jair Gonçálves Prates,11,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1628.jpg
1629,Nelson Daniel Gutiérrez,11,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1629.jpg
1630,Néstor Mario Montelongo,3,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1630.jpg
1631,Carlos Reyes,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1631.jpg
1632,Miguel Rivero,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1632.jpg
1633,Gustavo Daniel Fernández,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1633.jpg
1634,Walkir Silva,28,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1634.jpg
1635,Miguel Eduardo Abib,4,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1635.jpg
1637,Doroteo Luis Silva,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1637.jpg
1638,Damián Frascarelli,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1638.jpg
1639,Sergio Javier Clavero Medina,5,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1639.jpg
1640,Ricardo Cuayatto,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1640.jpg
1641,Néstor Gonçálves,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1641.jpg
1642,José Batlle Perdomo,19,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1642.jpg
1643,Julio César Pereira,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1643.jpg
1644,Jorge Pérez,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1644.jpg
1645,Oscar Rodríguez,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1645.jpg
1646,Próspero Silva,3,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1646.jpg
1647,Robert Walter Sosa,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1647.jpg
1648,José Ignacio Villarreal,8,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1648.jpg
1649,José Alberto Batista González,6,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1649.jpg
1650,Jorge Caraballo,7,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1650.jpg
1651,Gary Castillo,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1651.jpg
1652,José Oscar Herrera,41,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1652.jpg
1653,Rubens Jacob,14,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1653.jpg
1654,Gerardo Daniel Pilas,8,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1654.jpg
1655,Hebert Carlos Revetria,20,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1655.jpg
1656,Gerardo Washington Rodríguez,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1656.jpg
1657,Marcelo Gustavo Rotti,5,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1657.jpg
1658,Antonio Valentin Alzmendi Casas,15,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1658.jpg
1659,Julio César Canessa Zucco,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1659.jpg
1660,Héctor Correa,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1660.jpg
1661,Eduardo Da Silva,34,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1661.jpg
1662,Alfonso Enrique Domínguez,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1662.jpg
1663,Luis Enrique Guelmo,6,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1663.jpg
1664,Víctor Hurtado,4,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1664.jpg
1665,Sergio Daniel Oddine,9,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1665.jpg
1666,Eduardo Pereira,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1666.jpg
1667,Eliseo Rivero,4,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1667.jpg
1668,Gustavo Daniel Salgado,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1668.jpg
1670,Obdulio Eduardo Trasante,6,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1670.jpg
1671,Daniel Alejandro Vidal,34,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1671.jpg
1672,Ricardo Lindolfo Viera,46,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1672.jpg
1673,Juan Alberto Acosta Silva,5,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1673.jpg
1674,Luis Alberto Acosta Rodríguez,3,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1674.jpg
1675,Diego Vicente Aguirre Camblor,71,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1675.jpg
1676,Juan Pedro Rabino,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1676.jpg
1677,José Luis Russo,6,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1677.jpg
1678,José María Freire,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1678.jpg
1679,Jorge Miguel Gonçálves,11,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1679.jpg
1680,Juan José González,10,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1680.jpg
1681,Walter Hernández,5,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1681.jpg
1682,Álvaro Roberto Izquierdo,10,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1682.jpg
1683,Daniel Libonatti,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1683.jpg
1684,Gustavo Christian Matosas,8,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1684.jpg
1685,Sergio Daniel Pírez,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1685.jpg
1686,Miguel Ángel Santos,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1686.jpg
1687,Jorge Milton Villar,14,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1687.jpg
1688,Jorge Daniel Cabrera Curbelo,12,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1688.jpg
1689,Juan Carlos Paz,5,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1689.jpg
1690,Carlos Alberto Aguilera Novas,87,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1690.jpg
1691,Adolfo Barán Flis,53,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1691.jpg
1692,Néstor Gabriel Cedrés Vera,121,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1692.jpg
1693,Rúben Fernando Dos Santos,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1693.jpg
1694,Óscar Julio Ferro,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1694.jpg
1695,Danilo Baltierra Cravi,13,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1695.jpg
1696,Pablo Javier Bengoechea Dutra,188,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1696.jpg
1697,Raúl Federico Bergara Pintos,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\1697.jpg
