ID,Nombre,Goles,Foto
2599,Federico Púa,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2599.jpg
2600,Claudio Etchechury,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2600.jpg
2601,Aníbal Gabriel Alcoba Rebollo,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2601.jpg
2602,Gastón Nicolás Balbuena Rieta,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2602.jpg
2603,Daniel Barreto,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2603.jpg
2604,Sebastián Schneider,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2604.jpg
2605,Paulo Toledo,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2605.jpg
2606,Raúl Andrés Tarragona Lemos,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2606.jpg
2607,Ramón Bucetta,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2607.jpg
2614,Horacio Finamore,4,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2614.jpg
2615,Aníbal Montero,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2615.jpg
2617,Jorge Milton Riveiro Cáceres,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2617.jpg
2618,Saccone,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2618.jpg
2625,Luis Alberto Francisco Larraura Alsina,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2625.jpg
2626,Jorge Roberto Enrico,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2626.jpg
2627,Federico Horacio Laens Martino,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2627.jpg
2628,Ricardo Cubilla Behr,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2628.jpg
2629,Octavio Luis Acquarone Salaberry,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2629.jpg
2633,Jhonny Mario Da Costa,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2633.jpg
2637,Roberto Figueroa,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2637.jpg
2638,Julio César Rivadavia,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2638.jpg
2639,Pablo Aniceto Dorado Gallinares,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2639.jpg
2642,Joaquín Ferreira Padilla,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2642.jpg
2643,Óscar José Cruz González,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2643.jpg
2644,Gonzalo Elliot,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2644.jpg
2645,Picarelli,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2645.jpg
2646,San Román,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2646.jpg
2647,José Arrico,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2647.jpg
2648,Douglas Matías Arezo Martínez,28,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2648.jpg
2649,Alvim,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2649.jpg
2650,Osmair Göebel (a prueba),0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2650.jpg
2651,Jorge Miguel Buzeta,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2651.jpg
2652,Marc Hérdold Gracien,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2652.jpg
2653,Javier Quirino,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2653.jpg
2654,Ángelo Paleso,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2654.jpg
2655,Diego Cardozo Barboza,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2655.jpg
2656,Rodolfo Alejandro Azambuya Gularte,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2656.jpg
2657,Pablo Gastón Orsi,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2657.jpg
2658,Pablo Urtazú,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2658.jpg
2659,Lena,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2659.jpg
2660,Marotta,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2660.jpg
2661,Calzani,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2661.jpg
2662,Vanet,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2662.jpg
2663,Gil,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2663.jpg
2664,Rodríguez,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2664.jpg
2665,Roselló,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2665.jpg
2666,Ricardo Vallarino,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2666.jpg
2667,Faresse,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2667.jpg
2668,Lombardi,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2668.jpg
2669,Pedalino,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2669.jpg
2670,A. David,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2670.jpg
2671,Rozas,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2671.jpg
2672,Castro,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2672.jpg
2673,Diego Alejandro Rolan Silva,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2673.jpg
2675,Vicente Módena,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2675.jpg
2676,Alfredo Viera,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2676.jpg
2677,Arturo Souto,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2677.jpg
2678,Nerly Bueno,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2678.jpg
2679,Jorge Ramas,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2679.jpg
2680,Diego Nicolás Ciz Vaz Torres,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2680.jpg
2681,Alfredo Chaia,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2681.jpg
2682,Jorge Ignacio González,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2682.jpg
2683,Esteban Jara,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2683.jpg
2684,Michael Edward Leal,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2684.jpg
2685,Joel Andrada,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2685.jpg
2686,Torrens,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2686.jpg
2687,Manzzini,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2687.jpg
2688,Lois,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2688.jpg
2689,Bruno Campolo,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2689.jpg
2692,Daniel Martínez,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2692.jpg
2693,Juan Píriz,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2693.jpg
2694,A. Berdias,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2694.jpg
2695,Fausto Broncini Su,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2695.jpg
2696,Sadi Couture,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2696.jpg
2697,Luis Morás,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2697.jpg
2698,S. Marco,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2698.jpg
2699,Pablo Caetano,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2699.jpg
2700,Juan Carlos Iraola Pereira,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2700.jpg
2701,Bruno Schieffer,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2701.jpg
2702,J. Parodi,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2702.jpg
2703,Andrés Madruga,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2703.jpg
2704,Nahuel Herrera,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2704.jpg
2705,Damián García,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\2705.jpg
3703,Eliseo Cuadra,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\3703.jpg
3705,Bruno Emanuel Betancor Baeza,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\3705.jpg
3706,Thomas Bowen Davies,5,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\3706.jpg
3707,Vito Fierro,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\3707.jpg
3709,Braulio Guisolfo López,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\3709.jpg
3710,Santiago Nicolás Díaz Prado,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\3710.jpg
3711,Jorge Phoyú,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\3711.jpg
3712,Guillermo Rafael de Amores,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\3712.jpg
3713,Ignacio Sosa Ospital,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\3713.jpg
3714,Ángel González,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\3714.jpg
3715,José Pablo Neris Figueredo,3,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\3715.jpg
3716,Faustino Fernández,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\3716.jpg
3717,Mathías Agustín de Ritis,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\3717.jpg
3718,Camilo Sebastián Mayada Mesa,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\3718.jpg
3719,Hugo Bera,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\3719.jpg
3720,Julio Acosta,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\3720.jpg
3721,Julio Cassalino,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\3721.jpg
3722,Jorge Redes,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\3722.jpg
3723,Franco González Fernández,5,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\3723.jpg
4718,J. Barreiro,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\4718.jpg
4719,Ramón Cabrera,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\4719.jpg
4720,Nelson Romanelli,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\4720.jpg
4721,Alberto Martínez,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\4721.jpg
4722,José Berta,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\4722.jpg
4723,Marcelo Javier Cabrera Rivero,7,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\4723.jpg
4724,Francisco Fedullo,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\4724.jpg
4726,Diego Alejandro Sosa,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\4726.jpg
4727,Washington Eduardo Darias,8,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\4727.jpg
4728,Maximiliano Joaquín Silvera Cabo,31,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\4728.jpg
4729,Byron David Castillo Segura,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\4729.jpg
4731,Mesa,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\4731.jpg
4732,Nahuel Acosta Da Silva,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\4732.jpg
4733,Óscar Javier Méndez Albornoz,4,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\4733.jpg
4734,Leonardo Cecilio Fernández López,33,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\4734.jpg
4736,Edison Luciano González Ribeiro,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\4736.jpg
4738,Guzmán Rodríguez Ferrari,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\4738.jpg
4739,Santiago Miguel Benítez Hegui,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\4739.jpg
5739,Leonardo Exequiel Sequeira,7,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\5739.jpg
5741,Martín Germán Gianoli Abellán,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\5741.jpg
5742,Juan Camilo Sánchez,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\5742.jpg
5744,Martín Federico Coirolo Otero,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\5744.jpg
5745,Martín Soria,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\5745.jpg
5746,Leonardo Cardozo,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\5746.jpg
5749,Matheus Barcelos da Silva,4,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\5749.jpg
5750,Gerónimo Gómez,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\5750.jpg
5751,Leandro Umpiérrez,3,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\5751.jpg
5752,Kevin Morgan,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\5752.jpg
5753,Raúl Arias,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\5753.jpg
5754,Julio García (a prueba),0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\5754.jpg
5755,Percy Davidson Chater,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\5755.jpg
5756,S. Galvente,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\5756.jpg
5757,A. Vignart,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\5757.jpg
5758,A. Tejeiro,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\5758.jpg
5759,A. Román,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\5759.jpg
5760,Edward Maitland Moor,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\5760.jpg
5761,Robinson,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\5761.jpg
5762,Tomás Olase Curuchét,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\5762.jpg
5763,Germán Barbas Díaz,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\5763.jpg
5764,José M. Villarreal,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\5764.jpg
5765,Facundo Agustín Batista Ochoa,10,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\5765.jpg
6765,Bartolomé Bolívar,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\6765.jpg
6766,Jaime Báez Stábile,7,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\6766.jpg
6767,R. Nogués,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\6767.jpg
6768,Édison Latallada,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\6768.jpg
6769,Adrian Marcos Fernández,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\6769.jpg
6770,Felipe Nicolás Avenatti Dovillabichus,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\6770.jpg
6771,Damián Nicolás Suárez Suárez,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\6771.jpg
6772,Diego Martín Méndez Correa,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\6772.jpg
6773,Juan Alberto Miramontes,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\6773.jpg
6775,Rodrigo Pérez Casada,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\6775.jpg
6776,A. Hunt,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\6776.jpg
6779,Richard Nugent,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\6779.jpg
6780,Raúl Fiorelli,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\6780.jpg
6781,Álan Damián Medina Silva,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\6781.jpg
7780,Ulises Borges,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\7780.jpg
7781,Juan José Peláez,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\7781.jpg
7782,Javier Ponce,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\7782.jpg
7785,William Jones,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\7785.jpg
7787,James Marchbanks,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\7787.jpg
7788,Fitzhardinge Woodford Brooker,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\7788.jpg
7789,Henry Frederick Bonner,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\7789.jpg
7790,Ernest Decurnex,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\7790.jpg
7791,J. Rouse,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\7791.jpg
7792,Barker,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\7792.jpg
7793,Thomas William Thomas,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\7793.jpg
7794,J. Clark,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\7794.jpg
7795,Andrews Clark,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\7795.jpg
7796,Gillespie,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\7796.jpg
7797,H. Gamon,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\7797.jpg
7798,David Ramsay,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\7798.jpg
7799,Warren,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\7799.jpg
7800,Luckly,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\7800.jpg
7801,G. Swiden,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\7801.jpg
7802,Anderson,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\7802.jpg
7803,Hooper,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\7803.jpg
7804,Rubén Soria,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\7804.jpg
8805,Diego Gonzalo García Cardozo,4,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8805.jpg
8807,Juan José Fernández,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8807.jpg
8808,Gastón Aléxis Silva Perdomo,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8808.jpg
8809,Martín Nicolás Campaña Delgado,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8809.jpg
8810,Alexander Nicolás Machado Aycaguer,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8810.jpg
8811,Agustín Rodrigo Rodríguez Piendibene,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8811.jpg
8812,Dilan Flores,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8812.jpg
8813,Kevin Rodríguez,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8813.jpg
8814,Lorenzo Couture Arraga,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8814.jpg
8815,Héctor Daniel Villalba,4,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8815.jpg
8816,Eric Daian Remedi,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8816.jpg
8817,Amaral Díaz,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8817.jpg
8819,Vicente Darío Olivera da Rosa,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8819.jpg
8820,Hugo Castro,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8820.jpg
8821,Walter Fernando Ibáñez Costa,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8821.jpg
8822,Guzmán Verdias,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8822.jpg
8823,Ignacio Andrés Yepez Guzmán,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8823.jpg
8824,Mauricio Tort Garrido,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8824.jpg
8825,Freddy Gómez,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8825.jpg
8826,José Borreani,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8826.jpg
8827,Heber Saravia,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8827.jpg
8828,Ernesto Calistro,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8828.jpg
8829,Juan Guardado,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8829.jpg
8830,Hugo Álvarez,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8830.jpg
8831,Carlos Borges,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8831.jpg
8832,Facundo Álvez González,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8832.jpg
8833,Aclides Agustín González,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8833.jpg
8834,Mateo Ureta Ferreira,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8834.jpg
8835,Marco Andrés Oroná López,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8835.jpg
8836,Deivid Stiven Muhlethaler Méndez,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8836.jpg
8837,Estevan Andrés Pereyra Parama,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8837.jpg
8838,Lucas Ibarra,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8838.jpg
8839,Brandon Emiliano Álvarez Da Luz,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8839.jpg
8840,Facundo Tealde Sassano,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8840.jpg
8841,Pablo Nogués,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8841.jpg
8842,Jonathan Soria,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8842.jpg
8843,Stéfano José Perdomo Pereyra,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8843.jpg
8844,Libis Andrés Arenas Murillo,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8844.jpg
8845,Fernando Leguizamón Barrera,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8845.jpg
8846,Juan Martín Rodríguez Camejo,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8846.jpg
8847,Pablo David Trecco (a prueba),0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8847.jpg
8848,Gonzalo Fernández,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8848.jpg
8849,Nicolás Pastorini,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8849.jpg
8850,José Luis Montañes,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8850.jpg
8851,Eduardo Segovia,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8851.jpg
8852,Gustavo Severo,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8852.jpg
8853,Heber Machín,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8853.jpg
8854,Gerardo Salgueiro,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8854.jpg
8855,Olayinka Michael Kolawole,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8855.jpg
8856,Abdulrasheed Mohammed Aliyu,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8856.jpg
8858,Luis García,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8858.jpg
8859,Paddy,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8859.jpg
8860,M. Adam,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8860.jpg
8861,Ernest Osborne Crocker,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8861.jpg
8862,Carlos Sturzenegger,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8862.jpg
8863,Dembridge,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8863.jpg
8864,Costes,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8864.jpg
8865,Arturo Davie,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8865.jpg
8866,Angus Duncan Dunbar,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8866.jpg
8867,Beresford,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8867.jpg
8868,Harold Percy Wright,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8868.jpg
8869,Offley Scoones,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8869.jpg
8870,W. Mac Cubbin,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8870.jpg
8871,Juan Devohirst Hogge,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8871.jpg
8872,John Adam,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8872.jpg
8873,Adam Hogge,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8873.jpg
8874,Gooms,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8874.jpg
8875,M. González,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8875.jpg
8876,M. Ríos,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8876.jpg
8877,Luis Lamothe,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8877.jpg
8878,E. Robira,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8878.jpg
8879,Francisco Fones,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8879.jpg
8880,Barreta,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8880.jpg
8881,A. Silva,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8881.jpg
8882,Polvorini (a prueba),0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8882.jpg
8883,Ricchi,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8883.jpg
8884,A. Vergara,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8884.jpg
8885,Etcheverry,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8885.jpg
8886,Other,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8886.jpg
8887,Contreras,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8887.jpg
8888,Icasuriaga,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8888.jpg
8889,A. Levratto,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\8889.jpg
